4	5	194.192628133
10	11	133.893469227
2	3	130.852360203
5	7	109.968066147
9	11	92.2497747757
8	9	91.0750178959
9	10	84.6742428913
5	6	82.7369735464
0	4	73.4922763076
8	11	67.0567138458
0	5	63.9182445419
6	7	62.4067158398
0	1	57.6920756504
8	10	49.680081763
0	7	47.2012441722
6	8	47.0223846254
1	9	40.5421951398
7	11	37.242491129
6	10	36.0121199528
1	4	31.6811750463
4	8	30.58306509
6	9	27.7525310419
7	8	27.4404662354
4	6	27.4100445197
7	10	25.7198673531
1	11	25.6289474068
3	9	23.7266054982
5	8	22.6193616189
4	9	22.0014247031
1	6	21.4623234135
1	8	20.9182065146
3	6	20.2897322502
4	11	17.2218690806
7	9	16.9436795473
6	11	15.7678944391
3	4	15.3309869402
1	7	13.2800246992
3	11	13.2744228428
4	10	12.476464246
5	10	11.647001006
3	8	11.496808669
1	10	11.0579225738
1	5	9.19571302916
0	8	8.76069602744
3	7	8.62635613021
4	7	8.23084765795
1	3	8.00408274423
3	10	7.47392694452
5	11	6.69219621595
5	9	6.49399859867
0	6	5.3607298807
2	11	5.30505727924
3	5	5.20894372598
0	9	4.49689276288
0	3	3.99050250298
2	9	3.95646528882
0	11	3.84959709971
2	8	3.81723131671
2	7	3.53667322717
1	2	3.27177637759
0	10	3.20698301329
2	6	3.07450198763
2	5	2.97436931971
2	4	2.72687307572
0	2	2.70482716002
2	10	2.63638768639

