10	11	238.640881115
2	3	183.225296443
9	11	170.462680422
0	5	152.370279743
0	1	148.052444727
5	6	114.750624742
8	9	109.615283225
9	10	97.1069373232
8	11	77.406293566
3	6	63.8324913376
8	10	61.4428024352
4	11	61.0460729984
5	7	50.5721708767
5	10	38.8150005139
1	6	37.075543905
6	7	33.233555525
0	10	31.535600618
3	9	29.5216017147
1	8	28.9937211866
1	4	28.2265939781
3	8	25.9907522999
4	9	24.9836951739
0	7	24.89428947
3	10	24.5476351259
6	11	24.0569950459
4	10	23.4573235388
1	5	23.4357380925
6	8	23.1473102156
3	11	22.7900890417
7	8	22.0024239356
1	9	21.9243011921
0	6	21.8522614087
3	4	21.3060667228
1	3	19.628778515
6	9	17.8294928866
7	11	17.3144673979
1	11	17.129174372
3	5	16.3904072621
4	8	15.9431188855
1	7	15.3562175199
6	10	15.308237307
7	10	15.1339869717
4	6	14.7537536674
7	9	14.1642262333
1	10	13.9624129866
5	9	12.9516093528
0	11	12.2399225581
2	6	11.8909499232
4	7	10.0424174147
0	4	9.72589967077
5	8	9.55182073822
0	9	8.89283936228
2	10	7.78876428409
2	11	7.63433966999
5	11	7.33607554045
1	2	6.64553592535
2	7	6.55523333711
3	7	6.07483718619
0	8	5.61469508544
0	3	4.60303603376
2	8	4.25692087172
4	5	3.71027389224
2	5	3.70890998259
2	4	3.48854056325
0	2	3.01195392548
2	9	2.77232136916

