2	3	499.783402391
0	1	318.014298393
2	5	186.162700894
2	9	177.992808874
5	6	158.794921861
0	5	149.559361994
0	2	84.7278164198
5	9	82.5819661996
3	4	82.4082372708
0	6	81.1189964314
3	5	79.3615210468
6	7	75.1345435418
4	9	72.8632667197
1	3	63.8650991005
10	11	63.3431443516
1	5	53.8662678913
1	6	53.7491050384
0	3	43.7576458926
3	11	41.3673062079
1	2	41.2272809024
9	11	39.7138983077
5	10	37.8890779218
3	6	37.421918037
7	11	36.9816978619
5	11	35.4221367566
6	10	33.2934553828
1	7	29.9929898983
7	9	27.2315819895
5	7	26.312704132
0	9	22.7496116428
2	6	22.3262938124
3	8	17.5886599355
0	10	17.5255676393
3	10	16.974495576
3	9	16.8978588881
6	9	16.8610656965
4	8	14.3362145558
0	7	14.0765618423
3	7	13.8641858437
6	11	13.6920446374
8	9	13.593968756
9	10	12.6733138808
2	7	10.908432566
7	8	10.747274246
1	4	9.7826744397
1	9	9.5764206129
1	11	8.45059665105
4	6	7.03796757467
8	11	6.70738319419
7	10	6.47585909202
0	4	5.72179827813
4	10	5.12127919179
4	7	5.0662897926
2	4	4.75670321787
6	8	4.54445867924
0	8	4.17986392954
8	10	4.11327118879
4	5	4.10092822873
2	11	4.09071621503
0	11	4.08095537215
1	8	3.8726085229
1	10	3.75405603306
2	10	3.33959408938
4	11	3.20294248653
2	8	3.14272225938
5	8	2.64063296925

