10	11	274.093547039
9	11	223.513373094
9	10	200.84602109
8	10	135.706138141
8	11	134.779047182
8	9	119.653801962
4	8	90.6298871206
0	11	79.2100931992
4	9	72.3825643821
0	8	66.5581045082
4	11	63.0755296449
4	5	60.8587150874
0	9	60.5309866955
5	7	57.7199079243
0	5	55.4990147028
7	8	54.4844415347
5	8	53.5634750651
5	10	49.5119562282
5	11	49.2238824795
3	8	48.3026680975
4	10	46.9201199671
4	7	40.8184136121
6	11	40.3011107699
0	10	39.3644905881
3	10	39.3568527461
5	9	38.7431379061
0	4	38.4127781646
6	8	38.1869259559
1	6	35.1216307535
3	11	34.5531980557
3	9	32.4846081808
0	1	30.5455660295
1	7	30.0787246078
0	6	29.1796222907
2	11	28.2581291988
4	6	27.9374226621
6	9	26.412880152
2	4	25.9689038617
3	7	25.6581783249
5	6	24.9920416011
3	4	22.7663988944
1	9	21.5897051771
6	7	21.3392494079
1	4	19.3675930029
6	10	19.2594628756
0	7	19.0456793039
1	5	18.7668793549
7	11	17.5829975541
3	5	17.1902397236
1	10	16.4971704099
2	6	16.0655697866
2	7	14.5613817608
2	8	12.7746164076
7	10	12.3888819259
2	10	12.3322425345
1	3	11.5797597332
7	9	11.3753298113
2	5	10.5897061404
2	9	10.3300077798
3	6	10.2505477402
1	11	10.0296297238
1	8	8.0464710504
0	2	7.03837640512
0	3	7.02097323487
1	2	6.6260821321
2	3	6.3904055898

