2	7	170.996415784
6	7	76.5916555422
2	6	68.9310786923
9	10	63.6285110314
5	7	56.0235329253
5	8	49.494753972
10	11	47.8859635721
9	11	44.9530525679
1	2	42.9556262616
1	5	28.6176629817
1	8	28.6171493896
4	9	23.7137362119
7	10	21.2256547441
0	6	21.0791713491
6	9	21.0624966385
2	3	20.922938104
5	9	20.3096490284
0	3	20.0985987422
5	6	20.0733731118
2	8	20.0168822036
0	9	19.8551548922
7	11	19.7645604602
0	1	19.3139325654
2	5	19.2366515979
7	9	18.9676239607
1	7	17.8008789368
2	4	17.6798699347
3	7	16.6032748068
5	11	15.8181951144
4	7	15.7810670427
2	9	15.4398261741
1	6	14.6971543318
4	6	14.5371718984
1	3	13.194544885
0	2	13.1496543025
6	11	12.3450409033
4	11	12.0854340242
0	5	11.9471759752
2	11	11.9364377316
1	9	11.9182318274
4	10	11.5101503755
2	10	11.0486297251
0	4	10.416092708
0	7	10.3143011727
6	10	10.0843798696
1	4	10.0275608385
0	10	9.76042444516
6	8	9.70771050533
3	9	9.62996831464
5	10	9.31316633125
3	4	9.0814957163
1	11	8.67938188397
0	8	8.29537694501
4	5	7.55817002121
1	10	7.36029523051
7	8	6.9657968876
3	8	6.84778665002
3	10	6.84447898686
3	11	6.56126470423
0	11	5.94510715473
4	8	5.31006530958
8	11	5.02478556561
3	5	4.85498778798
3	6	4.02381891093
8	10	4.00992072344
8	9	3.82966567121
