4	6	184.712413606
10	11	146.292933903
8	9	139.199315229
9	10	126.111187729
9	11	125.602926387
8	11	123.582408427
8	10	117.539858429
4	8	56.1252304178
5	8	55.5496300323
4	9	53.3165295191
0	8	49.4394260978
6	7	48.059372114
0	9	45.5722466566
2	7	42.2822805643
7	11	40.1869854431
5	7	39.8465537702
5	11	38.9613392535
4	10	37.9130683004
5	6	37.5827704932
0	10	36.133518339
2	4	35.3888885176
0	4	35.0110258701
4	11	34.2273636979
6	8	34.0074645487
7	10	33.6918240307
1	4	33.0274120889
0	5	31.603967181
4	7	30.6934369801
5	9	30.403376387
1	6	28.4360231994
3	4	28.4122061063
2	10	28.1881485822
5	10	28.1850341568
4	5	27.9176521338
3	9	27.0906402656
3	11	26.4365853104
0	11	26.069859951
7	9	25.1673429939
3	7	24.0828188788
2	6	22.9967767695
0	7	22.4741736577
7	8	22.0733818202
0	1	21.8606026332
3	10	21.6060270841
6	9	20.7959721564
1	8	20.6710751111
3	8	20.2026269403
3	6	19.1572105014
2	11	18.4123726035
6	10	15.8203127086
2	5	15.6232670843
6	11	14.845987403
1	9	14.4287248003
2	9	13.5508550484
1	7	12.8532317418
0	2	12.2528362788
0	3	11.7010541511
1	5	11.4165341489
0	6	11.2424096386
2	8	11.2265716087
1	11	10.0096055843
3	5	9.75285115288
1	3	8.63650545074
1	10	8.26026945266
1	2	7.15369981214
2	3	6.58493557144

