3	9	31.6129123566
2	3	27.270324
0	3	26.23794336
1	3	21.5956294071
0	1	17.59049136
3	10	13.6352690357
0	2	13.2837024384
2	10	13.227877665
6	11	9.47451465241
5	6	9.17753028099
1	10	9.10484055
10	11	7.920514125
1	2	7.76767104
9	11	6.82219047678
5	11	6.64082918182
0	5	6.36871581818
7	11	6.29221476176
1	11	5.74398225
3	6	4.93618123636
0	11	4.35904466824
3	11	3.74024011765
0	6	3.38343499636
2	6	3.35317261091
3	5	3.11591843182
1	7	3.094167465
3	7	2.8486782
0	7	2.505214656
5	10	2.47351402841
6	7	2.41099710545
6	9	2.36539414901
2	5	2.32287596591
7	9	2.18980142256
1	6	2.18870055273
7	10	2.1303945
5	7	2.12678490682
1	5	2.06565775568
6	10	1.86328407273
9	10	1.53485052632
2	11	1.26845406
0	9	1.07715380211
2	9	1.04918850947
1	9	1.01926502256
5	9	0.793602362953
0	10	0.43383816
2	7	0.318825342
6	8	0.189324
4	6	0.189324
0	4	0.189324
0	8	0.189324
2	4	0.162243
4	5	0.162243
2	8	0.162243
4	7	0.162243
1	4	0.162243
4	8	0.162243
1	8	0.162243
7	8	0.162243
5	8	0.162243
3	8	0.135162
3	4	0.135162
4	10	0.135162
8	10	0.135162
8	9	0.135162
4	11	0.135162
4	9	0.135162
8	11	0.135162

