10	11	114.481235218
6	7	67.2102288298
0	1	60.918981007
3	4	39.950848961
1	8	24.5947522972
5	10	21.8851288518
9	10	21.3712275986
5	6	20.9046683579
2	10	17.0193593362
5	11	16.2790318972
6	11	14.9954814919
1	5	13.7480527281
1	11	13.406757251
3	8	13.0305903697
6	9	11.8300587556
6	10	11.6592732335
9	11	10.8275026042
1	7	10.6869183606
3	5	10.4553465489
7	10	9.64913851307
7	11	9.27775343394
4	9	9.1052512678
0	8	8.0219661487
7	8	8.00627520959
5	7	7.89656034104
4	11	7.73344994376
1	6	7.04259965374
3	9	6.74741298082
3	7	6.60246905562
7	9	6.38175455848
8	9	6.25157279996
0	9	6.249137348
1	10	5.72640788197
1	3	5.58213443702
4	7	5.54589819745
3	11	5.25649440629
2	7	5.0560555431
3	10	4.86538013612
4	10	4.75614155169
0	3	4.74852057024
2	4	4.68030353066
1	9	4.52226693124
2	3	4.51622724729
4	8	4.20518055045
1	2	4.15722574638
2	8	4.14019781647
5	9	4.01439122407
6	8	3.51580108037
8	11	3.45759480533
5	8	3.40206263174
3	6	3.35218783343
2	6	3.30064125648
8	10	3.26109634494
1	4	3.18103079596
4	5	3.16677407527
2	9	3.01427498122
2	11	3.01104269871
0	4	2.98479122873
0	7	2.86707439761
4	6	2.83179136731
2	5	2.79625710169
0	2	2.57786166271
0	6	2.20816769508
0	11	2.0124896226
0	10	1.96070369611
0	5	1.58094023517

