0	8	130.244849684
5	7	108.796101167
6	7	74.5513676087
5	6	69.2756244617
0	1	59.6232922304
4	10	32.0484325051
6	9	26.4738754376
1	6	26.2274490512
7	11	25.8233868379
1	8	24.425689907
5	10	24.4144557025
3	6	23.954455403
7	8	23.6260150067
10	11	23.5191554994
0	10	20.4003486095
1	7	17.710785795
4	7	17.2159236438
3	8	16.8480313449
3	9	16.6369767843
8	11	16.1701563117
3	10	14.6798247971
6	10	14.2609930322
6	8	13.8142820551
2	9	13.5646258503
3	4	13.4651579806
5	11	12.9359456678
7	10	12.8360983666
4	5	12.8182798327
4	8	12.6889003626
0	7	12.4376129702
8	9	12.4265988838
3	5	12.2677202245
9	11	11.8501394932
9	10	11.8344146333
1	9	11.5262565717
4	6	11.2479306958
8	10	11.1382221966
1	2	10.9535645339
5	9	10.4891234828
2	4	10.4329227186
0	3	9.46588892458
6	11	9.09239244531
4	11	8.72853653784
0	5	8.56284022901
7	9	7.63878704659
4	9	7.44816449063
1	4	7.310185224
1	5	7.25745461897
5	8	7.19063109266
1	3	7.11789275456
3	11	6.22836783249
0	11	5.89755422415
0	4	5.36172422861
1	10	5.27403880651
2	6	5.1746031746
0	9	5.14412962563
3	7	4.80131263118
0	6	4.49510869565
2	8	4.32530018244
1	11	3.94857763092
2	3	3.48963527535
2	5	3.16482167977
2	10	3.11243896958
2	7	2.67645035542
0	2	2.58094918343
2	11	2.31605562579

