2	3	165.44065932
0	1	110.763638715
0	5	108.784409262
7	9	60.8001515726
2	4	56.4386903134
5	6	56.0975144316
3	5	47.9917729301
4	5	43.9788282981
10	11	33.3729952066
1	7	31.8131584647
6	7	29.9199806819
5	11	26.5883634825
3	9	25.7890047113
3	4	24.0813456376
1	6	23.9401337857
0	3	20.4992803228
0	11	20.0126740084
2	9	19.6181460747
0	10	18.9452374142
5	7	18.8989331836
9	11	18.7133022774
2	10	18.4772952068
1	3	18.1080271895
1	5	17.5178261758
0	8	16.4007741097
9	10	16.2967391304
3	11	16.2494593264
4	11	15.1196708989
0	2	15.0300011034
3	10	14.1629312924
3	7	13.3310661183
1	2	13.263962656
3	6	13.2096781402
1	11	13.0139229796
2	11	12.4025641627
3	8	12.380830083
0	4	11.1632473819
6	9	10.6761029412
4	9	9.86378049185
1	9	9.60204161461
6	10	9.37551904457
0	6	8.60224888201
4	10	8.57502609371
2	5	8.27317585932
2	8	8.24238036057
2	7	8.15123710382
5	10	7.86218660743
5	9	7.78259276856
4	7	7.26065153138
4	6	6.93500860888
1	10	6.61735445302
6	11	6.61693262087
8	11	5.53440435898
1	4	5.11358443352
2	6	4.99695611578
0	9	4.67287074524
1	8	4.36436854883
8	10	4.19587354019
7	10	4.08843435425
4	8	3.98844600783
8	9	3.89329034239
7	11	3.71845363033
7	8	3.328452848
5	8	3.18024002528
6	8	3.04032849218
0	7	3.01234119782

