9	10	182.999535099
10	11	151.576705203
9	11	123.938595791
2	6	96.4285613459
5	7	85.8922136304
6	7	59.987544928
1	6	51.3473794744
2	7	38.4885609231
5	8	35.8249919405
6	8	25.3307959187
1	4	23.9391064386
1	8	23.6470758107
2	5	23.0436497715
6	9	22.7501442247
0	9	19.346071895
0	10	18.9940509217
0	1	17.8304368035
1	2	17.7882327668
0	11	17.7525623179
4	7	17.3919219557
2	4	16.9499636079
0	7	16.8466181367
3	9	16.7700802174
5	10	16.6092633855
1	5	16.0769997476
1	7	15.411022913
2	11	15.1633146278
0	6	14.8835154777
4	9	14.1673122065
7	11	14.0169189001
4	8	13.817493806
4	10	13.7873790567
5	6	13.1004092291
7	8	12.6658054982
4	5	12.4024062423
6	11	12.1387856858
4	11	12.0240593787
2	3	11.8412127039
0	4	11.7296673143
5	11	11.5196257366
0	5	11.3695375384
6	10	11.1935044559
0	8	10.8016138493
0	2	10.2666578649
1	10	10.0313637109
3	10	9.53940256395
1	9	9.44459726909
2	8	9.18331047044
2	10	9.11775402047
0	3	8.86720837651
5	9	7.96302247857
3	7	7.88736699608
4	6	7.88328298089
8	9	7.86605163179
7	9	7.66512326176
1	3	7.00955873979
3	4	6.59717014502
8	10	6.28363738795
3	5	5.65841405663
3	11	5.64006291863
3	6	5.50539442871
7	10	5.41810832748
1	11	5.19481658371
8	11	5.02407622125
2	9	3.8185814966
3	8	3.68839550835

