2	3	698.237701808
0	1	513.95795515
0	2	334.915072277
5	6	292.488454957
0	5	259.333618773
6	7	174.551384777
2	5	138.009988996
10	11	112.58997654
7	9	107.826130513
1	3	96.2075376645
1	6	79.9932032867
1	5	78.7015177128
0	3	70.2788747394
0	6	58.3502227928
9	11	57.7934086097
5	7	54.6469270266
4	6	44.2240095476
1	2	41.9077642656
3	5	41.2281606905
3	4	35.6122549226
3	9	34.1091408395
0	9	33.297321338
3	6	31.9175633293
1	7	28.3559208756
2	4	28.2266614166
4	5	27.9798689899
0	4	26.1267713633
3	7	26.0747248076
4	9	25.2297838685
4	10	19.9087389872
5	11	19.7384488465
2	6	19.2184557766
6	9	17.9190261015
0	7	17.6099985763
9	10	17.2010105298
5	10	17.0589451039
3	11	15.7315029247
7	11	14.9633996785
4	7	14.9224594385
3	10	14.2047845007
5	8	13.9577965388
1	4	13.8917204159
3	8	13.5496313344
1	11	13.4357034335
6	11	13.1579948052
5	9	12.8238049252
2	9	10.4725780926
6	10	9.71431279014
2	7	8.51227398167
2	8	8.27637772957
2	11	7.31026144284
0	10	6.99991668237
4	11	6.94287051448
1	10	6.86747745402
4	8	6.71841158989
7	10	6.26402697824
8	9	6.00831681153
0	11	5.36111645173
1	9	4.35421794982
2	10	3.84583854916
7	8	3.41816030628
8	11	3.38466499644
0	8	3.23089137956
8	10	3.02294959203
1	8	2.86518600807
6	8	2.67973722743

